'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
39,'2002-05-07',87295,4472.07,'Automatic EOQ Inventory purchase',8500
39,'2002-02-16',29387,-3942.05,'Automatic payment of bills',7832
39,'2004-03-03',29387,-7110.4,'Automatic payment of bills',9012
39,'2003-02-16',22343,8513.11,'Automatic EOQ Inventory purchase',8706
39,'2002-03-11',73735,-3968.24,'Automatic payment of bills',7857
39,'2002-03-11',29387,3403.45,'Automatic EOQ Inventory purchase',8456
39,'2002-03-14',73735,-2525.49,'Automatic payment of bills',8434
39,'2002-03-23',15293,3910.9,'Automatic EOQ Inventory purchase',7882
39,'2002-04-03',87295,4162.79,'Automatic EOQ Inventory purchase',8478
39,'2002-04-08',29387,-3403.45,'Automatic payment of bills',8456
39,'2002-04-18',29387,-3910.9,'Automatic payment of bills',7882
39,'2002-06-06',88873,6143.22,'Automatic EOQ Inventory purchase',8523
39,'2002-05-02',29387,-4162.79,'Automatic payment of bills',8478
39,'2002-08-13',22343,5623.73,'Automatic EOQ Inventory purchase',8568
39,'2002-06-03',73735,-5168.6,'Automatic payment of bills',7907
39,'2005-03-01',73735,-8043.86,'Automatic payment of bills',9341
39,'2002-06-09',87295,-4472.07,'Automatic payment of bills',8500
39,'2002-06-17',88873,-5112.58,'Automatic payment of bills',7932
39,'2002-06-17',88873,4677.67,'Automatic EOQ Inventory purchase',7957
39,'2002-07-04',51512,-6143.22,'Automatic payment of bills',8523
39,'2002-07-10',89097,4602.79,'Automatic EOQ Inventory purchase',7982
39,'2002-07-16',87295,5153.9,'Automatic EOQ Inventory purchase',8545
39,'2002-07-20',89097,-4677.67,'Automatic payment of bills',7957
39,'2002-07-31',51512,-4602.79,'Automatic payment of bills',7982
39,'2002-04-29',51512,5168.6,'Automatic EOQ Inventory purchase',7907
39,'2004-10-11',88873,4114.28,'Automatic EOQ Inventory purchase',9229
39,'2004-02-11',51512,-12313.91,'Automatic payment of bills',8986
39,'2004-05-12',51512,4417.25,'Automatic EOQ Inventory purchase',9091
39,'2004-05-18',87295,-8060.38,'Automatic payment of bills',9064
39,'2004-06-08',15293,-4417.25,'Automatic payment of bills',9091
39,'2004-06-11',87295,2908.35,'Automatic EOQ Inventory purchase',9118
39,'2004-07-15',87295,-2908.35,'Automatic payment of bills',9118
39,'2004-07-15',73735,4445.14,'Automatic EOQ Inventory purchase',9145
39,'2004-08-09',88873,5398.46,'Automatic EOQ Inventory purchase',9173
39,'2004-08-14',29387,-4445.14,'Automatic payment of bills',9145
39,'2004-04-01',88873,-8502.12,'Automatic payment of bills',9038
39,'2004-09-19',51512,6874.03,'Automatic EOQ Inventory purchase',9201
39,'2004-03-02',87295,8502.12,'Automatic EOQ Inventory purchase',9038
39,'2004-10-21',73735,-6874.03,'Automatic payment of bills',9201
39,'2004-11-09',88873,3466.49,'Automatic EOQ Inventory purchase',9257
39,'2004-11-13',51512,-4114.28,'Automatic payment of bills',9229
39,'2004-12-08',87295,6542.38,'Automatic EOQ Inventory purchase',9285
39,'2004-12-10',51512,-3466.49,'Automatic payment of bills',9257
39,'2005-01-03',73735,-6542.38,'Automatic payment of bills',9285
39,'2005-01-09',22343,7645.19,'Automatic EOQ Inventory purchase',9313
39,'2005-02-01',88873,8043.86,'Automatic EOQ Inventory purchase',9341
39,'2005-02-06',88873,-7645.19,'Automatic payment of bills',9313
39,'2002-01-31',15293,3942.05,'Automatic EOQ Inventory purchase',7832
39,'2004-09-07',15293,-5398.46,'Automatic payment of bills',9173
39,'2003-09-18',88873,7154.7,'Automatic EOQ Inventory purchase',8883
39,'2003-03-20',73735,-8513.11,'Automatic payment of bills',8706
39,'2003-04-04',29387,-6942.72,'Automatic payment of bills',8731
39,'2003-04-20',87295,6464.62,'Automatic EOQ Inventory purchase',8757
39,'2003-05-12',73735,6025.33,'Automatic EOQ Inventory purchase',8783
39,'2003-05-18',51512,-6464.62,'Automatic payment of bills',8757
39,'2003-06-11',22343,-6025.33,'Automatic payment of bills',8783
39,'2003-06-20',51512,7622.58,'Automatic EOQ Inventory purchase',8808
39,'2003-07-06',73735,5415.38,'Automatic EOQ Inventory purchase',8833
39,'2003-07-22',73735,-7622.58,'Automatic payment of bills',8808
39,'2004-04-17',29387,8060.38,'Automatic EOQ Inventory purchase',9064
39,'2003-08-20',87295,5334.58,'Automatic EOQ Inventory purchase',8858
39,'2003-03-02',88873,6942.72,'Automatic EOQ Inventory purchase',8731
39,'2003-09-20',89097,-5334.58,'Automatic payment of bills',8858
39,'2003-10-01',22343,4510.64,'Automatic EOQ Inventory purchase',8908
39,'2003-10-19',51512,-7154.7,'Automatic payment of bills',8883
39,'2003-10-25',15293,-4510.64,'Automatic payment of bills',8908
39,'2003-11-01',51512,4147.02,'Automatic EOQ Inventory purchase',8934
39,'2003-11-29',51512,-4147.02,'Automatic payment of bills',8934
39,'2003-12-09',89097,7221.32,'Automatic EOQ Inventory purchase',8960
39,'2004-01-11',73735,-7221.32,'Automatic payment of bills',8960
39,'2004-01-11',89097,12313.91,'Automatic EOQ Inventory purchase',8986
39,'2004-02-01',89097,7110.4,'Automatic EOQ Inventory purchase',9012
39,'2003-08-06',73735,-5415.38,'Automatic payment of bills',8833
39,'2000-09-07',88873,5569.85,'Automatic EOQ Inventory purchase',7407
39,'2001-02-06',29387,5691.35,'Automatic refund for overpayment',7507
39,'2000-02-23',22343,9658.24,'Automatic refund for overpayment',1378
39,'2000-03-09',89097,-13052.24,'Automatic payment of bills',1429
39,'2000-03-14',51512,9174.65,'Automatic EOQ Inventory purchase',1454
39,'2000-04-09',29387,-9174.65,'Automatic payment of bills',1454
39,'2000-05-16',29387,670.91,'Automatic EOQ Inventory purchase',7332
39,'2000-06-12',15293,-670.91,'Automatic payment of bills',7332
39,'2000-07-02',88873,7087.23,'Automatic EOQ Inventory purchase',7357
39,'2000-08-01',73735,-7087.23,'Automatic payment of bills',7357
39,'2000-01-13',87295,11694.2,'Automatic EOQ Inventory purchase',1403
39,'2000-09-07',22343,-7661.79,'Automatic payment of bills',7382
39,'1999-12-15',89097,9658.24,'Automatic EOQ Inventory purchase',1378
39,'2000-09-21',15293,-5569.85,'Automatic payment of bills',7407
39,'2000-10-08',87295,6522.87,'Automatic EOQ Inventory purchase',7432
39,'2000-10-09',15293,6230.03,'Automatic EOQ Inventory purchase',7457
39,'2000-10-29',51512,-6522.87,'Automatic payment of bills',7432
39,'2000-11-08',15293,6942.94,'Automatic EOQ Inventory purchase',7482
39,'2000-11-09',22343,-6230.03,'Automatic payment of bills',7457
39,'2000-12-04',51512,-6942.94,'Automatic payment of bills',7482
39,'2000-12-13',51512,5691.35,'Automatic EOQ Inventory purchase',7507
39,'2001-01-10',88873,6374.39,'Automatic EOQ Inventory purchase',7532
39,'2001-01-12',51512,-5691.35,'Automatic payment of bills',7507
39,'2000-08-07',22343,7661.79,'Automatic EOQ Inventory purchase',7382
39,'1999-07-11',29387,10403.2,'Automatic EOQ Inventory purchase',1254
39,'2002-02-10',51512,-2838.48,'Automatic payment of bills',8413
39,'2002-02-13',89097,2525.49,'Automatic EOQ Inventory purchase',8434
39,'1999-02-15',73735,417.2,'Automatic EOQ Inventory purchase',1129
39,'1999-03-14',87295,5688.48,'Automatic EOQ Inventory purchase',1154
39,'1999-03-17',89097,-417.2,'Automatic payment of bills',1129
39,'1999-04-07',89097,-5688.48,'Automatic payment of bills',1154
39,'1999-04-09',88873,7070.46,'Automatic EOQ Inventory purchase',1179
39,'1999-05-10',29387,-7070.46,'Automatic payment of bills',1179
39,'1999-05-18',89097,10093.83,'Automatic EOQ Inventory purchase',1204
39,'2000-02-13',73735,-11694.2,'Automatic payment of bills',1403
39,'1999-06-16',29387,-10093.83,'Automatic payment of bills',1204
55,'2001-11-17',73735,16070.54,'Automatic EOQ Inventory purchase',8379
55,'2004-05-18',51512,-37674.01,'Automatic payment of bills',9072
55,'2005-03-07',22343,-43814.07,'Automatic payment of bills',9349
55,'2004-05-14',88873,18928.23,'Automatic EOQ Inventory purchase',9099
55,'2004-04-18',73735,-38188.7,'Automatic payment of bills',9045
55,'2004-04-15',51512,37674.01,'Automatic EOQ Inventory purchase',9072
55,'2004-09-07',88873,27087.29,'Automatic EOQ Inventory purchase',9209
55,'2001-07-03',88873,-20190.1,'Automatic payment of bills',8282
55,'2002-02-08',87295,-16404.59,'Automatic payment of bills',8419
55,'2002-01-13',51512,-17910.03,'Automatic payment of bills',8399
55,'2002-01-09',29387,16404.59,'Automatic EOQ Inventory purchase',8419
55,'2001-12-13',29387,17910.03,'Automatic EOQ Inventory purchase',8399
55,'2001-11-11',89097,-10451.09,'Automatic payment of bills',8360
55,'2001-10-15',15293,-15555.53,'Automatic payment of bills',8341
55,'2001-10-12',51512,10451.09,'Automatic EOQ Inventory purchase',8360
55,'2001-09-18',88873,15555.53,'Automatic EOQ Inventory purchase',8341
55,'2001-09-18',89097,-15290.76,'Automatic payment of bills',8321
55,'2001-08-18',22343,15290.76,'Automatic EOQ Inventory purchase',8321
55,'2002-02-18',22343,13704.62,'Automatic EOQ Inventory purchase',8441
55,'2001-07-19',29387,19439.54,'Automatic EOQ Inventory purchase',8302
55,'2003-03-14',73735,32887.21,'Automatic EOQ Inventory purchase',8738
55,'2001-06-17',73735,-19581.54,'Automatic payment of bills',8262
55,'2001-06-05',88873,20190.1,'Automatic EOQ Inventory purchase',8282
55,'2001-05-20',73735,19581.54,'Automatic EOQ Inventory purchase',8262
55,'2001-05-14',88873,-20584.49,'Automatic payment of bills',8242
55,'2001-04-17',22343,-29042.53,'Automatic payment of bills',8223
55,'2001-04-11',22343,20584.49,'Automatic EOQ Inventory purchase',8242
55,'2001-03-16',88873,29042.53,'Automatic EOQ Inventory purchase',8223
55,'2001-02-27',73735,-1667.45,'Automatic payment of bills',8203
55,'2001-02-03',73735,1667.45,'Automatic EOQ Inventory purchase',8203
55,'2001-12-16',51512,-16070.54,'Automatic payment of bills',8379
55,'2001-08-16',22343,-19439.54,'Automatic payment of bills',8302
55,'2002-11-03',88873,17587.33,'Automatic EOQ Inventory purchase',8642
55,'2003-02-08',73735,-35394.07,'Automatic payment of bills',8688
55,'2003-01-10',89097,-26675.29,'Automatic payment of bills',8664
55,'2003-01-09',89097,35394.07,'Automatic EOQ Inventory purchase',8688
55,'2002-12-16',88873,26675.29,'Automatic EOQ Inventory purchase',8664
55,'2002-03-06',22343,13666.28,'Automatic EOQ Inventory purchase',8463
55,'2002-11-06',51512,-14894.2,'Automatic payment of bills',8620
55,'2003-02-13',88873,38095.93,'Automatic EOQ Inventory purchase',8713
55,'2002-10-07',51512,14894.2,'Automatic EOQ Inventory purchase',8620
55,'2002-10-02',89097,-26878.74,'Automatic payment of bills',8598
55,'2002-09-04',73735,26878.74,'Automatic EOQ Inventory purchase',8598
55,'2002-09-04',22343,-28953.03,'Automatic payment of bills',8575
55,'2002-05-04',22343,-16513.2,'Automatic payment of bills',8485
55,'2002-12-02',87295,-17587.33,'Automatic payment of bills',8642
55,'2002-08-15',22343,-18287.42,'Automatic payment of bills',8552
55,'2002-04-03',88873,16513.2,'Automatic EOQ Inventory purchase',8485
55,'2002-03-16',88873,-13704.62,'Automatic payment of bills',8441
55,'2002-05-08',87295,19587.82,'Automatic EOQ Inventory purchase',8507
55,'2002-06-09',88873,-19587.82,'Automatic payment of bills',8507
55,'2002-06-11',22343,21422.03,'Automatic EOQ Inventory purchase',8530
55,'2002-07-14',73735,18287.42,'Automatic EOQ Inventory purchase',8552
55,'2002-07-16',88873,-21422.03,'Automatic payment of bills',8530
55,'2002-08-09',88873,28953.03,'Automatic EOQ Inventory purchase',8575
55,'2002-04-02',29387,-13666.28,'Automatic payment of bills',8463
56,'2003-11-09',73735,4639.56,'Automatic EOQ Inventory purchase',8942
56,'2003-09-09',51512,-4164.59,'Automatic payment of bills',8865
56,'2003-10-08',51512,-4833.21,'Automatic payment of bills',8890
56,'2003-10-13',87295,3257.21,'Automatic EOQ Inventory purchase',8916
56,'2003-11-07',22343,-3257.21,'Automatic payment of bills',8916
56,'2003-12-09',87295,-4639.56,'Automatic payment of bills',8942
56,'2003-12-17',87295,8804.72,'Automatic EOQ Inventory purchase',8968
56,'2004-01-04',87295,11281.94,'Automatic EOQ Inventory purchase',8994
56,'2004-01-14',51512,-8804.72,'Automatic payment of bills',8968
56,'2004-02-15',73735,8165.19,'Automatic EOQ Inventory purchase',9020
56,'2004-02-05',29387,-11281.94,'Automatic payment of bills',8994
56,'2003-09-06',88873,4833.21,'Automatic EOQ Inventory purchase',8890
56,'2003-08-11',89097,4164.59,'Automatic EOQ Inventory purchase',8865
56,'2003-08-01',22343,-8903.45,'Automatic payment of bills',8840
56,'2003-07-18',15293,-11109.69,'Automatic payment of bills',8815
56,'2003-07-02',29387,8903.45,'Automatic EOQ Inventory purchase',8840
56,'2003-06-18',15293,-10994.51,'Automatic payment of bills',8790
56,'2003-06-16',73735,11109.69,'Automatic EOQ Inventory purchase',8815
56,'2003-05-19',87295,10994.51,'Automatic EOQ Inventory purchase',8790
56,'2003-05-05',22343,-9982.88,'Automatic payment of bills',8765
56,'2004-03-08',73735,9970.61,'Automatic EOQ Inventory purchase',9046
56,'2003-04-05',22343,9982.88,'Automatic EOQ Inventory purchase',8765
56,'2004-10-14',51512,3849.62,'Automatic EOQ Inventory purchase',9238
56,'2003-04-11',51512,-8986.81,'Automatic payment of bills',8739
56,'2005-03-08',88873,-9114.75,'Automatic payment of bills',9350
56,'2003-01-29',88873,-10508.97,'Automatic payment of bills',8689
56,'2003-03-13',89097,8986.81,'Automatic EOQ Inventory purchase',8739
56,'2005-02-18',89097,-9403.64,'Automatic payment of bills',9322
56,'2005-02-02',87295,9114.75,'Automatic EOQ Inventory purchase',9350
56,'2005-01-18',51512,9403.64,'Automatic EOQ Inventory purchase',9322
56,'2005-01-08',73735,-9132.52,'Automatic payment of bills',9294
56,'2004-12-11',73735,9132.52,'Automatic EOQ Inventory purchase',9294
56,'2004-12-08',88873,-4171.95,'Automatic payment of bills',9266
56,'2004-11-11',89097,-3849.62,'Automatic payment of bills',9238
56,'2004-11-08',73735,4171.95,'Automatic EOQ Inventory purchase',9266
56,'2004-08-31',88873,-6765.44,'Automatic payment of bills',9182
56,'2004-09-17',22343,7051.81,'Automatic EOQ Inventory purchase',9210
56,'2004-03-20',51512,-8165.19,'Automatic payment of bills',9020
56,'2004-08-13',51512,-5388.63,'Automatic payment of bills',9154
56,'2004-08-05',88873,6765.44,'Automatic EOQ Inventory purchase',9182
56,'2004-07-17',15293,5388.63,'Automatic EOQ Inventory purchase',9154
56,'2004-07-04',88873,-6681.19,'Automatic payment of bills',9127
56,'2004-06-06',88873,6681.19,'Automatic EOQ Inventory purchase',9127
56,'2004-05-25',87295,-7854.28,'Automatic payment of bills',9100
56,'2004-05-05',87295,-11292.89,'Automatic payment of bills',9073
56,'2004-05-02',22343,7854.28,'Automatic EOQ Inventory purchase',9100
56,'2004-04-09',51512,-9970.61,'Automatic payment of bills',9046
56,'2004-04-07',87295,11292.89,'Automatic EOQ Inventory purchase',9073
56,'2004-10-17',29387,-7051.81,'Automatic payment of bills',9210
56,'2001-07-16',88873,4536.23,'Automatic EOQ Inventory purchase',8303
56,'2002-01-19',22343,5638.5,'Automatic EOQ Inventory purchase',8420
56,'2002-01-15',51512,-5683.32,'Automatic payment of bills',8400
56,'2001-12-15',73735,5683.32,'Automatic EOQ Inventory purchase',8400
56,'2001-12-14',51512,-4891.17,'Automatic payment of bills',8380
56,'2001-11-24',73735,-2243.89,'Automatic payment of bills',8361
56,'2001-11-13',51512,4891.17,'Automatic EOQ Inventory purchase',8380
56,'2001-10-20',88873,2243.89,'Automatic EOQ Inventory purchase',8361
56,'2001-10-20',88873,-4648.63,'Automatic payment of bills',8342
56,'2001-09-19',89097,-2897.78,'Automatic payment of bills',8322
56,'2001-09-15',88873,4648.63,'Automatic EOQ Inventory purchase',8342
56,'2002-02-10',89097,4590.57,'Automatic EOQ Inventory purchase',8442
56,'2001-08-18',51512,2897.78,'Automatic EOQ Inventory purchase',8322
46,'2001-03-10',51512,-486.72,'Automatic payment of bills',7561
46,'2001-02-08',88873,486.72,'Automatic EOQ Inventory purchase',7561
46,'2001-02-03',88873,431.75,'Automatic EOQ Inventory purchase',8200
46,'2001-01-26',29387,451.09,'Automatic EOQ Inventory purchase',7536
46,'2001-12-16',88873,-525.01,'Automatic payment of bills',8376
46,'2001-07-08',29387,-561.78,'Automatic payment of bills',8279
46,'2001-02-17',15293,-451.09,'Automatic payment of bills',7536
46,'2001-02-08',73735,405.23,'Automatic refund for overpayment',7511
46,'2001-03-05',89097,-431.75,'Automatic payment of bills',8200
46,'2001-03-16',87295,276.69,'Automatic EOQ Inventory purchase',7586
46,'2001-03-20',22343,820.43,'Automatic EOQ Inventory purchase',8220
46,'2001-04-03',51512,426.87,'Automatic EOQ Inventory purchase',8239
46,'2001-04-05',88873,-276.69,'Automatic payment of bills',7586
46,'2001-05-21',73735,766.23,'Automatic EOQ Inventory purchase',7636
46,'2001-06-20',89097,-766.23,'Automatic payment of bills',7636
46,'2001-04-21',29387,-820.43,'Automatic payment of bills',8220
46,'2001-06-09',87295,561.78,'Automatic EOQ Inventory purchase',8279
46,'2001-06-18',88873,-628.75,'Automatic payment of bills',8259
46,'2001-05-26',51512,-531.32,'Automatic payment of bills',7611
46,'2001-06-29',22343,761.78,'Automatic EOQ Inventory purchase',7661
46,'2001-05-14',73735,628.75,'Automatic EOQ Inventory purchase',8259
46,'2001-07-02',22343,755.1,'Automatic EOQ Inventory purchase',8299
46,'2001-05-04',29387,-426.87,'Automatic payment of bills',8239
46,'2001-07-04',88873,361.91,'Automatic EOQ Inventory purchase',7686
46,'2001-04-29',51512,531.32,'Automatic EOQ Inventory purchase',7611
47,'2002-10-23',88873,1713.43,'Automatic EOQ Inventory purchase',8062
47,'2003-01-22',88873,-1945.99,'Automatic payment of bills',8112
47,'2002-11-05',51512,1709.82,'Automatic EOQ Inventory purchase',8087
47,'2002-11-21',87295,-1713.43,'Automatic payment of bills',8062
47,'2002-11-27',88873,-1709.82,'Automatic payment of bills',8087
47,'2002-12-06',87295,-4203.41,'Automatic payment of bills',8639
47,'2002-11-04',51512,4203.41,'Automatic EOQ Inventory purchase',8639
47,'2002-12-20',87295,6914.2,'Automatic EOQ Inventory purchase',8661
47,'2002-12-28',87295,1945.99,'Automatic EOQ Inventory purchase',8112
47,'2003-03-09',73735,5878.53,'Automatic EOQ Inventory purchase',8735
47,'2003-01-15',51512,-6914.2,'Automatic payment of bills',8661
47,'2003-02-05',51512,-8196.8,'Automatic payment of bills',8685
47,'2003-02-07',29387,7647.06,'Automatic EOQ Inventory purchase',8710
47,'2002-07-27',22343,-1984.8,'Automatic payment of bills',7987
47,'2003-03-14',87295,-7647.06,'Automatic payment of bills',8710
47,'2003-04-09',29387,5152.94,'Automatic EOQ Inventory purchase',8761
47,'2003-04-10',51512,-5878.53,'Automatic payment of bills',8735
47,'2003-05-05',88873,8080.96,'Automatic EOQ Inventory purchase',8787
47,'2003-01-07',73735,8196.8,'Automatic EOQ Inventory purchase',8685
47,'2002-07-14',22343,5618.88,'Automatic EOQ Inventory purchase',8549
47,'2002-05-15',29387,5195.32,'Automatic EOQ Inventory purchase',8504
47,'2002-05-19',51512,-1745.65,'Automatic payment of bills',7887
47,'2002-05-28',29387,1775.5,'Automatic EOQ Inventory purchase',7937
47,'2004-06-08',29387,-6017.82,'Automatic payment of bills',9095
47,'2003-05-10',88873,-5152.94,'Automatic payment of bills',8761
47,'2002-06-17',29387,2619.43,'Automatic EOQ Inventory purchase',8527
47,'2002-06-20',73735,-5195.32,'Automatic payment of bills',8504
47,'2002-06-28',87295,-1775.5,'Automatic payment of bills',7937
47,'2002-08-10',87295,1409.23,'Automatic EOQ Inventory purchase',8012
47,'2002-07-06',73735,2147.15,'Automatic EOQ Inventory purchase',7962
47,'2002-10-11',29387,-1292.52,'Automatic payment of bills',8037
47,'2002-07-17',87295,-2619.43,'Automatic payment of bills',8527
47,'2002-08-07',22343,7191.26,'Automatic EOQ Inventory purchase',8572
47,'2002-08-12',87295,-2147.15,'Automatic payment of bills',7962
47,'2002-08-13',73735,-5618.88,'Automatic payment of bills',8549
47,'2002-09-06',29387,-7191.26,'Automatic payment of bills',8572
47,'2002-09-11',15293,7253.13,'Automatic EOQ Inventory purchase',8595
47,'2002-09-19',51512,1292.52,'Automatic EOQ Inventory purchase',8037
47,'2002-09-24',89097,-1409.23,'Automatic payment of bills',8012
47,'2002-10-06',89097,1639.63,'Automatic EOQ Inventory purchase',8617
47,'2002-07-05',73735,1984.8,'Automatic EOQ Inventory purchase',7987
47,'2004-11-13',22343,4603.05,'Automatic EOQ Inventory purchase',9261
47,'2004-05-04',51512,6017.82,'Automatic EOQ Inventory purchase',9095
47,'2004-07-10',87295,-5809.05,'Automatic payment of bills',9122
47,'2004-07-10',22343,5284.7,'Automatic EOQ Inventory purchase',9149
47,'2004-08-04',29387,-5284.7,'Automatic payment of bills',9149
47,'2004-08-06',89097,4427.98,'Automatic EOQ Inventory purchase',9177
47,'2004-09-07',51512,-4427.98,'Automatic payment of bills',9177
47,'2004-09-09',15293,8564.57,'Automatic EOQ Inventory purchase',9205
47,'2004-10-03',29387,2933.29,'Automatic EOQ Inventory purchase',9233
47,'2004-05-08',22343,-5419.1,'Automatic payment of bills',9068
47,'2004-11-04',22343,-2933.29,'Automatic payment of bills',9233
47,'2004-04-18',29387,-7301.96,'Automatic payment of bills',9042
47,'2004-12-04',88873,8867.21,'Automatic EOQ Inventory purchase',9289
47,'2004-12-10',51512,-4603.05,'Automatic payment of bills',9261
47,'2005-01-02',51512,-8867.21,'Automatic payment of bills',9289
47,'2005-01-08',87295,8638.38,'Automatic EOQ Inventory purchase',9317
47,'2005-02-10',22343,-8638.38,'Automatic payment of bills',9317
47,'2005-02-20',87295,6977.7,'Automatic EOQ Inventory purchase',9345
47,'2002-04-28',87295,-1833.62,'Automatic payment of bills',7912
47,'2002-10-11',29387,-7253.13,'Automatic payment of bills',8595
47,'2005-03-25',29387,-6977.7,'Automatic payment of bills',9345
47,'2004-10-12',89097,-8564.57,'Automatic payment of bills',9205
47,'2003-11-08',29387,-3283.49,'Automatic payment of bills',8912
47,'2003-06-19',73735,6807.59,'Automatic EOQ Inventory purchase',8812
47,'2003-07-19',73735,4865.84,'Automatic EOQ Inventory purchase',8837
47,'2003-07-23',22343,-6807.59,'Automatic payment of bills',8812
47,'2003-08-03',29387,4077.77,'Automatic EOQ Inventory purchase',8862
47,'2003-08-21',29387,-4865.84,'Automatic payment of bills',8837
47,'2003-09-03',87295,-4077.77,'Automatic payment of bills',8862
47,'2003-09-15',51512,4001.56,'Automatic EOQ Inventory purchase',8887
47,'2003-10-13',87295,3283.49,'Automatic EOQ Inventory purchase',8912
47,'2004-06-10',29387,5809.05,'Automatic EOQ Inventory purchase',9122
47,'2003-11-01',73735,4401.25,'Automatic EOQ Inventory purchase',8938
47,'2003-05-30',15293,-8080.96,'Automatic payment of bills',8787
47,'2003-12-02',51512,-4401.25,'Automatic payment of bills',8938
47,'2003-12-08',88873,6850.41,'Automatic EOQ Inventory purchase',8964
47,'2004-01-04',22343,9447.38,'Automatic EOQ Inventory purchase',8990
47,'2004-01-08',29387,-6850.41,'Automatic payment of bills',8964
47,'2004-02-02',29387,-9447.38,'Automatic payment of bills',8990
47,'2004-02-08',88873,7593.99,'Automatic EOQ Inventory purchase',9016
47,'2004-03-12',89097,-7593.99,'Automatic payment of bills',9016
47,'2004-03-19',22343,7301.96,'Automatic EOQ Inventory purchase',9042
47,'2004-04-09',88873,5419.1,'Automatic EOQ Inventory purchase',9068
47,'2003-10-16',88873,-4001.56,'Automatic payment of bills',8887
47,'2000-03-27',73735,-2324.05,'Automatic payment of bills',1459
47,'2000-01-05',88873,2371.51,'Automatic EOQ Inventory purchase',1408
47,'2000-01-20',87295,1086.04,'Automatic EOQ Inventory purchase',7260
47,'2000-01-21',87295,1943.34,'Automatic refund for overpayment',1383
47,'2000-02-02',22343,-2371.51,'Automatic payment of bills',1408
47,'2000-02-10',89097,2307.69,'Automatic EOQ Inventory purchase',1434
47,'2000-02-16',89097,-1086.04,'Automatic payment of bills',7260
47,'2000-02-19',22343,204.62,'Automatic EOQ Inventory purchase',7279
47,'2000-03-01',73735,2324.05,'Automatic EOQ Inventory purchase',1459
47,'2000-10-05',87295,1550.75,'Automatic EOQ Inventory purchase',7437
47,'2000-03-19',73735,-204.62,'Automatic payment of bills',7279
47,'1999-12-01',87295,1943.34,'Automatic EOQ Inventory purchase',1383
47,'2000-05-13',89097,1292.95,'Automatic EOQ Inventory purchase',7337
47,'2000-06-16',73735,-1292.95,'Automatic payment of bills',7337
47,'2000-07-06',22343,1044.63,'Automatic EOQ Inventory purchase',7362
47,'2000-07-26',22343,1058.35,'Automatic EOQ Inventory purchase',7387
47,'2000-08-05',15293,-1044.63,'Automatic payment of bills',7362
47,'2000-08-24',88873,1296.42,'Automatic EOQ Inventory purchase',7412
47,'2000-08-26',88873,-1058.35,'Automatic payment of bills',7387
47,'2000-09-22',51512,-1296.42,'Automatic payment of bills',7412
47,'2000-03-12',15293,-2307.69,'Automatic payment of bills',1434
47,'1999-06-12',51512,2722.44,'Automatic EOQ Inventory purchase',1234
47,'2002-11-01',89097,-1639.63,'Automatic payment of bills',8617
47,'2002-04-27',51512,-5199.14,'Automatic payment of bills',8482
47,'1999-02-10',29387,213.14,'Automatic EOQ Inventory purchase',1134
47,'1999-03-08',22343,-213.14,'Automatic payment of bills',1134
47,'1999-03-09',51512,2615.7,'Automatic EOQ Inventory purchase',1159
47,'1999-04-02',15293,-2615.7,'Automatic payment of bills',1159
47,'1999-04-20',51512,2860.2,'Automatic EOQ Inventory purchase',1184
47,'1999-05-11',22343,2979.98,'Automatic EOQ Inventory purchase',1209
47,'2000-01-01',29387,-1943.34,'Automatic payment of bills',1383
47,'1999-06-12',22343,-2979.98,'Automatic payment of bills',1209
47,'1999-12-16',87295,-1766.73,'Automatic payment of bills',1358
47,'1999-07-08',15293,2313.18,'Automatic EOQ Inventory purchase',1259
47,'1999-07-17',29387,-2722.44,'Automatic payment of bills',1234
47,'1999-08-02',51512,-2313.18,'Automatic payment of bills',1259
47,'1999-08-16',87295,2356.85,'Automatic EOQ Inventory purchase',1284
47,'1999-09-14',29387,1035.74,'Automatic EOQ Inventory purchase',1309
47,'1999-09-17',73735,-2356.85,'Automatic payment of bills',1284
47,'1999-10-11',87295,-1035.74,'Automatic payment of bills',1309
47,'1999-11-15',51512,-955.65,'Automatic payment of bills',1333
47,'1999-11-17',22343,1766.73,'Automatic EOQ Inventory purchase',1358
47,'1999-05-18',15293,-2860.2,'Automatic payment of bills',1184
47,'2002-03-06',15293,-350.04,'Automatic payment of bills',8438
47,'2001-08-28',51512,-2100.69,'Automatic payment of bills',7712
47,'2001-09-24',87295,1954.35,'Automatic EOQ Inventory purchase',7737
47,'2001-10-13',51512,-1954.35,'Automatic payment of bills',7737
47,'2001-10-24',22343,1840.3,'Automatic EOQ Inventory purchase',7762
47,'2001-11-24',73735,1857.15,'Automatic EOQ Inventory purchase',7787
47,'2001-12-01',51512,-1840.3,'Automatic payment of bills',7762
47,'2001-12-04',73735,2347.13,'Automatic EOQ Inventory purchase',7812
47,'2002-01-08',89097,-2347.13,'Automatic payment of bills',7812
47,'2001-08-09',29387,-2382.38,'Automatic payment of bills',7687
47,'2002-02-06',87295,-2128.48,'Automatic payment of bills',7837
47,'2001-12-18',73735,-1857.15,'Automatic payment of bills',7787
47,'2002-03-09',29387,2147.45,'Automatic EOQ Inventory purchase',7862
