'CUSTOMERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
19403,'2003-05-18',87295,-4784.5,'Single/final payment for purchase',23195
19404,'2003-04-09',51512,3034.38,'Order was shipped',23196
19404,'2003-05-09',87295,-3034.37,'Single/final payment for purchase',23196
19405,'2004-01-09',29387,-835.7202,'Monthly payment #6',23197
19405,'2003-08-11',51512,-835.7198,'Monthly payment #1',23197
19405,'2003-09-09',98766,-835.7,'Monthly payment #2',23197
19405,'2003-10-11',15293,-835.7,'Monthly payment #3',23197
19405,'2003-11-11',89097,-501.47,'Monthly payment #4',23197
17379,'2001-06-29',29387,-2698.8,'Single/final payment for purchase',19622
17380,'2001-01-18',29387,3450.99,'Order was shipped',19623
17380,'2001-02-16',29387,-3523.44,'Single/final payment for purchase',19623
17380,'2004-11-26',15293,3020.5,'Order was shipped',27908
17380,'2005-01-01',29387,-2948.05,'Single/final payment for purchase',27908
17381,'2001-10-18',34192,-383.84,'Monthly payment #5',19624
17381,'2001-07-17',46583,-383.84,'Monthly payment #2',19624
17381,'2001-12-17',87295,-206.9398,'Monthly payment #7',19624
17381,'2001-11-16',98766,-383.84,'Monthly payment #6',19624
17381,'2001-08-15',51512,-383.84,'Monthly payment #3',19624
17381,'2001-04-14',87295,2509.99,'Order was shipped',19624
17381,'2001-06-13',29387,-383.84,'Monthly payment #1',19624
17381,'2001-09-16',46583,-383.84,'Monthly payment #4',19624
17382,'2001-02-24',29387,3566.49,'Order was shipped',19625
17382,'2001-04-24',51512,-1745.78,'Monthly payment #1',19625
17382,'2001-05-23',87295,-1820.71,'Monthly payment #2',19625
17383,'2001-06-12',87295,3491.24,'Order was shipped',19626
17383,'2001-08-10',29387,-1174.48,'Monthly payment #1',19626
17383,'2001-09-13',87295,-1142.28,'Monthly payment #2',19626
17383,'2001-10-15',87295,-1174.48,'Monthly payment #3',19626
17384,'2001-05-14',51512,-811.72,'Monthly payment #2',19627
17384,'2005-03-07',34192,-3055.61,'Single/final payment for purchase',27249
17384,'2005-02-03',51512,3048.59,'Order was shipped',27249
17384,'2001-06-14',89097,-804.69,'Monthly payment #3',19627
17384,'2001-04-15',29387,-804.24,'Monthly payment #1',19627
17384,'2001-02-13',15293,3239.39,'Order was shipped',19627
17384,'2001-07-19',34192,-811.7002,'Monthly payment #4',19627
17385,'2001-05-12',87295,4447.5,'Order was shipped',19628
17385,'2001-06-10',34192,-4447.5,'Single/final payment for purchase',19628
17385,'2003-12-24',51512,2779.37,'Order was shipped',25590
17385,'2004-02-28',89097,-1376.93,'Monthly payment #1',25590
17385,'2004-03-23',29387,-1402.43,'Monthly payment #2',25590
17386,'2001-05-13',29387,2826.33,'Order was shipped',19629
17386,'2001-06-12',29387,-2826.33,'Single/final payment for purchase',19629
17386,'2005-01-04',51512,4821.17,'Order was shipped',27291
17386,'2005-02-06',29387,-4821.15,'Single/final payment for purchase',27291
17387,'2001-01-14',89097,4234.14,'Order was shipped',19630
17387,'2002-01-22',29387,-2948.52,'Single/final payment for purchase',19941
17387,'2001-12-21',29387,2945.5,'Order was shipped',19941
17387,'2001-02-14',29387,-4231.11,'Single/final payment for purchase',19630
17388,'2001-06-03',29387,4171.25,'Order was shipped',19631
17388,'2001-07-08',29387,-4171.27,'Single/final payment for purchase',19631
17389,'2001-06-17',87295,3308.94,'Order was shipped',19632
17389,'2001-08-16',15293,-827.23,'Monthly payment #1',19632
17389,'2001-09-21',29387,-827.23,'Monthly payment #2',19632
17389,'2001-10-18',15293,-827.23,'Monthly payment #3',19632
17389,'2001-11-17',34192,-827.25,'Monthly payment #4',19632
17390,'2001-08-04',29387,-401.97,'Monthly payment #3',19633
17390,'2001-12-06',89097,-422.1697,'Monthly payment #7',19633
17390,'2001-11-02',34192,-422.14,'Monthly payment #6',19633
17390,'2001-09-01',87295,-422.14,'Monthly payment #4',19633
17390,'2001-07-08',34192,-422.14,'Monthly payment #2',19633
17390,'2001-06-05',51512,-422.14,'Monthly payment #1',19633
17390,'2001-04-02',51512,2934.85,'Order was shipped',19633
17390,'2001-09-30',34192,-422.14,'Monthly payment #5',19633
17391,'2001-08-10',87295,3758.8,'Order was shipped',19634
17391,'2001-10-13',34192,-499.69,'Monthly payment #1',19634
17391,'2001-11-12',46583,-543.19,'Monthly payment #2',19634
17391,'2001-12-12',98766,-543.19,'Monthly payment #3',19634
17391,'2002-01-12',29387,-543.19,'Monthly payment #4',19634
17391,'2002-02-13',51512,-543.19,'Monthly payment #5',19634
17391,'2002-03-13',29387,-543.19,'Monthly payment #6',19634
17391,'2002-04-10',87295,-543.1602,'Monthly payment #7',19634
17392,'2001-05-19',87295,-3276.77,'Single/final payment for purchase',19635
17392,'2001-04-18',29387,3276.78,'Order was shipped',19635
17393,'2001-02-26',87295,-4175.52,'Single/final payment for purchase',19636
17393,'2001-01-28',87295,4175.5,'Order was shipped',19636
17394,'2001-09-01',29387,3008.64,'Order was shipped',19637
17394,'2001-10-29',34192,-1504.31,'Monthly payment #1',19637
17394,'2001-12-03',34192,-1504.32,'Monthly payment #2',19637
17395,'2001-07-20',51512,2991.87,'Order was shipped',19638
17395,'2001-08-19',34192,-2991.87,'Single/final payment for purchase',19638
17396,'2001-08-31',29387,3450.99,'Order was shipped',19639
17396,'2001-10-03',34192,-3450.99,'Single/final payment for purchase',19639
17397,'2001-10-31',46583,-2070.67,'Monthly payment #1',19640
17397,'2001-11-30',34192,-2099.56,'Monthly payment #2',19640
17397,'2001-08-27',51512,4170.24,'Order was shipped',19640
17398,'2002-10-04',51512,-580.28,'Monthly payment #3',20683
17398,'2002-12-03',46583,-547.2598,'Monthly payment #5',20683
17398,'2002-11-03',46583,-580.28,'Monthly payment #4',20683
17398,'2001-02-24',89097,4288.79,'Order was shipped',19641
17398,'2002-08-01',89097,-530.53,'Monthly payment #2',20683
17398,'2002-07-03',89097,-580.28,'Monthly payment #1',20683
17398,'2001-03-25',34192,-4338.5402,'Single/final payment for purchase',19641
17398,'2002-05-01',51512,2868.39,'Order was shipped',20683
17399,'2001-04-27',51512,4199.12,'Order was shipped',19642
17399,'2001-05-30',46583,-4199.11,'Single/final payment for purchase',19642
17400,'2001-10-05',15293,-543.19,'Monthly payment #5',19643
17400,'2003-11-19',29387,3270.75,'Order was shipped',25194
17400,'2003-12-20',87295,-3233.86,'Single/final payment for purchase',25194
17400,'2001-11-04',51512,-543.19,'Monthly payment #6',19643
17400,'2001-08-06',29387,-623.57,'Monthly payment #3',19643
17400,'2001-07-10',51512,-543.19,'Monthly payment #2',19643
17400,'2001-06-03',89097,-543.19,'Monthly payment #1',19643
17400,'2001-04-04',15293,3845.8,'Order was shipped',19643
17400,'2001-09-09',46583,-543.19,'Monthly payment #4',19643
17400,'2001-12-09',87295,-543.1602,'Monthly payment #7',19643
17401,'2001-09-06',87295,-1388.98,'Monthly payment #1',19644
17401,'2001-10-06',89097,-1388.98,'Monthly payment #2',19644
17401,'2001-07-04',51512,4166.95,'Order was shipped',19644
17401,'2001-11-05',29387,-1388.98,'Monthly payment #3',19644
17402,'2001-03-14',51512,4172.2,'Order was shipped',19645
17402,'2001-05-15',89097,-2061.91,'Monthly payment #1',19645
17402,'2001-06-15',29387,-2110.29,'Monthly payment #2',19645
17403,'2001-04-17',29387,-3231.6,'Single/final payment for purchase',19646
17403,'2001-03-15',51512,3231.6,'Order was shipped',19646
17404,'2001-11-08',89097,-1906.51,'Monthly payment #2',19647
17404,'2001-08-04',15293,3813.03,'Order was shipped',19647
17404,'2001-10-09',34192,-1906.51,'Monthly payment #1',19647
17405,'2001-06-02',87295,4096.88,'Order was shipped',19648
17405,'2001-08-02',15293,-590.68,'Monthly payment #1',19648
17405,'2001-09-02',46583,-590.68,'Monthly payment #2',19648
17405,'2001-10-07',98766,-590.68,'Monthly payment #3',19648
17405,'2001-11-05',51512,-590.68,'Monthly payment #4',19648
17405,'2001-12-04',89097,-590.68,'Monthly payment #5',19648
17405,'2002-01-08',46583,-552.79,'Monthly payment #6',19648
17405,'2002-02-04',98766,-590.6902,'Monthly payment #7',19648
17406,'2001-01-28',87295,3630.69,'Order was shipped',19649
17406,'2001-03-03',89097,-3630.69,'Single/final payment for purchase',19649
17407,'2002-03-22',89097,-2856.53,'Single/final payment for purchase',20449
17407,'2003-11-28',87295,5054.19,'Order was shipped',24502
17407,'2004-01-02',89097,-5089.28,'Single/final payment for purchase',24502
17407,'2001-08-14',51512,2977.44,'Order was shipped',19650
17407,'2001-09-19',89097,-2978.05,'Single/final payment for purchase',19650
17407,'2002-02-16',51512,2892.24,'Order was shipped',20449
17408,'2001-03-26',87295,4209.85,'Order was shipped',19651
17408,'2001-04-29',89097,-4209.85,'Single/final payment for purchase',19651
17409,'2001-05-24',87295,4112.49,'Order was shipped',19652
17409,'2001-07-28',87295,-2099.55,'Monthly payment #1',19652
17409,'2001-08-23',34192,-2012.93,'Monthly payment #2',19652
17410,'2001-09-18',46583,-446.66,'Monthly payment #4',19653
17410,'2002-01-21',51512,-446.6501,'Monthly payment #7',19653
18034,'2005-06-15',89097,-855.36,'Monthly payment #5',27694
18034,'2005-05-13',46583,-855.36,'Monthly payment #4',27694
18034,'2005-04-13',29387,-577.69,'Monthly payment #3',27694
18034,'2005-03-22',46583,-855.36,'Monthly payment #2',27694
18034,'2005-02-15',34192,-855.36,'Monthly payment #1',27694
18034,'2005-01-13',87295,-2860,'Single/final payment for purchase',27884
18034,'2004-12-13',87295,4790,'Order was shipped',27694
18034,'2004-12-09',87295,2860,'Order was shipped',27884
18034,'2002-08-13',87295,-3835.45,'Single/final payment for purchase',21291
18035,'2002-08-15',89097,2275,'Order was shipped',21292
18035,'2003-05-16',46583,-290.2899,'Monthly payment #8',21292
18035,'2003-03-24',87295,-290.28,'Monthly payment #6',21292
18035,'2003-04-17',34192,-290.28,'Monthly payment #7',21292
18035,'2002-10-18',87295,-290.28,'Monthly payment #1',21292
18035,'2002-11-14',87295,-290.28,'Monthly payment #2',21292
18035,'2002-12-14',89097,-290.28,'Monthly payment #3',21292
18035,'2003-01-17',89097,-290.28,'Monthly payment #4',21292
18035,'2003-02-15',98766,-243.03,'Monthly payment #5',21292
18036,'2002-07-29',29387,2128.65,'Order was shipped',21293
18036,'2002-08-26',46583,-2128.67,'Single/final payment for purchase',21293
18037,'2002-09-07',29387,2381.04,'Order was shipped',21294
18037,'2002-10-05',46583,-2381.04,'Single/final payment for purchase',21294
18038,'2002-09-04',51512,2635.19,'Order was shipped',21295
18038,'2002-10-06',46583,-2635.19,'Single/final payment for purchase',21295
18039,'2002-09-02',51512,3070,'Order was shipped',21296
18039,'2002-10-02',46583,-3114.23,'Single/final payment for purchase',21296
18039,'2002-12-11',87295,2460,'Order was shipped',21817
18039,'2003-01-13',46583,-2415.76,'Single/final payment for purchase',21817
18040,'2002-08-16',46583,-2453.5,'Single/final payment for purchase',21297
18040,'2002-07-16',29387,2453.5,'Order was shipped',21297
18041,'2002-09-27',46583,-4129.78,'Single/final payment for purchase',21298
18041,'2002-08-29',15293,4129.79,'Order was shipped',21298
18042,'2002-07-26',89097,3748.67,'Order was shipped',21299
18042,'2002-08-30',46583,-3748.67,'Single/final payment for purchase',21299
18043,'2003-01-18',89097,-324.47,'Monthly payment #5',21300
18043,'2002-07-14',89097,1924.99,'Order was shipped',21300
18043,'2002-09-16',51512,-324.47,'Monthly payment #1',21300
18043,'2002-10-17',87295,-324.47,'Monthly payment #2',21300
18043,'2002-12-18',29387,-324.47,'Monthly payment #4',21300
18043,'2003-02-17',46583,-302.63,'Monthly payment #6',21300
18043,'2002-11-12',34192,-324.47,'Monthly payment #3',21300
18044,'2004-01-13',46583,-5024.94,'Single/final payment for purchase',25335
18044,'2002-07-24',15293,4464.24,'Order was shipped',21301
18044,'2002-08-25',46583,-4521.98,'Single/final payment for purchase',21301
18044,'2003-12-11',29387,5082.7,'Order was shipped',25335
18045,'2002-07-27',87295,3165.19,'Order was shipped',21302
18045,'2002-08-26',46583,-3165.19,'Single/final payment for purchase',21302
18046,'2002-10-08',46583,-4213.75,'Single/final payment for purchase',21303
18046,'2002-09-03',87295,4213.75,'Order was shipped',21303
18047,'2002-12-02',87295,-809.33,'Monthly payment #3',21304
18047,'2002-08-03',29387,4614.8,'Order was shipped',21304
18047,'2002-10-07',34192,-951.36,'Monthly payment #1',21304
18047,'2002-11-01',15293,-951.36,'Monthly payment #2',21304
18047,'2003-02-01',51512,-951.3799,'Monthly payment #5',21304
18047,'2003-01-04',34192,-951.36,'Monthly payment #4',21304
18048,'2003-02-08',34192,-383.47,'Monthly payment #4',21305
18048,'2002-09-05',51512,2326.8,'Order was shipped',21305
18048,'2003-03-12',51512,-383.47,'Monthly payment #5',21305
18048,'2003-04-08',51512,-383.4501,'Monthly payment #6',21305
18048,'2002-11-03',29387,-383.47,'Monthly payment #1',21305
18048,'2003-01-07',15293,-383.47,'Monthly payment #3',21305
18048,'2002-12-07',15293,-409.47,'Monthly payment #2',21305
18049,'2002-07-26',29387,3776.49,'Order was shipped',21306
18049,'2002-08-26',51512,-3776.49,'Single/final payment for purchase',21306
18050,'2002-08-15',15293,3592.59,'Order was shipped',21307
18050,'2002-09-18',51512,-3592.59,'Single/final payment for purchase',21307
18051,'2002-07-07',87295,4145.5,'Order was shipped',21308
18051,'2002-08-08',51512,-4145.5,'Single/final payment for purchase',21308
18052,'2005-01-08',89097,-3308.94,'Single/final payment for purchase',27286
18052,'2002-07-10',51512,3727.22,'Order was shipped',21309
18052,'2002-09-12',29387,-532.46,'Monthly payment #1',21309
18052,'2002-10-12',46583,-532.46,'Monthly payment #2',21309
18052,'2002-11-09',15293,-532.46,'Monthly payment #3',21309
18052,'2002-12-13',34192,-532.46,'Monthly payment #4',21309
18052,'2003-01-13',89097,-532.46,'Monthly payment #5',21309
18052,'2003-02-14',98766,-532.46,'Monthly payment #6',21309
18052,'2004-12-03',51512,3308.94,'Order was shipped',27286
18052,'2003-03-16',89097,-532.45,'Monthly payment #7',21309
18053,'2002-08-04',51512,2421.99,'Order was shipped',21310
18053,'2002-09-07',89097,-2421.98,'Single/final payment for purchase',21310
18054,'2002-08-25',29387,3283,'Order was shipped',21311
18054,'2002-09-28',89097,-3283,'Single/final payment for purchase',21311
18055,'2002-08-29',46583,-410.27,'Monthly payment #1',21312
18055,'2003-01-29',15293,-337.83,'Monthly payment #6',21312
18055,'2002-12-26',89097,-410.27,'Monthly payment #5',21312
18055,'2002-11-24',34192,-410.27,'Monthly payment #4',21312
18055,'2002-09-27',51512,-410.27,'Monthly payment #2',21312
18055,'2002-06-25',51512,2389.19,'Order was shipped',21312
18055,'2002-10-25',29387,-410.27,'Monthly payment #3',21312
18056,'2002-07-31',51512,4145.5,'Order was shipped',21313
18056,'2002-09-01',15293,-4145.51,'Single/final payment for purchase',21313
18056,'2003-02-24',15293,-3920.26,'Single/final payment for purchase',21828
18056,'2003-01-21',87295,3920.28,'Order was shipped',21828
18057,'2002-08-24',15293,-4252.75,'Single/final payment for purchase',21314
18057,'2002-07-23',89097,4252.75,'Order was shipped',21314
18058,'2002-08-06',15293,-3585.2,'Single/final payment for purchase',21315
18058,'2002-07-03',89097,3585.2,'Order was shipped',21315
18059,'2002-08-10',15293,-3747.1,'Single/final payment for purchase',21316
18059,'2002-07-06',51512,3747.1,'Order was shipped',21316
18060,'2002-10-12',46583,-2142.45,'Monthly payment #2',21317
18060,'2002-09-09',29387,-2014.73,'Monthly payment #1',21317
18060,'2002-07-07',15293,4157.19,'Order was shipped',21317
18061,'2002-08-30',46583,-3660.99,'Single/final payment for purchase',21318
18061,'2002-07-29',15293,3660.99,'Order was shipped',21318
18062,'2002-08-25',29387,2670,'Order was shipped',21319
18062,'2004-12-14',46583,-4637.53,'Single/final payment for purchase',27867
18062,'2002-09-26',46583,-2751.25,'Single/final payment for purchase',21319
18062,'2004-11-13',51512,4718.79,'Order was shipped',27867
18063,'2002-09-15',46583,-4280.52,'Single/final payment for purchase',21320
18063,'2002-08-11',51512,4280.5,'Order was shipped',21320
18064,'2002-08-02',46583,-2275,'Single/final payment for purchase',21321
18064,'2002-07-01',51512,2275,'Order was shipped',21321
18065,'2002-08-21',29387,3754.9,'Order was shipped',21322
18065,'2004-12-21',46583,-3345.55,'Single/final payment for purchase',27288
18065,'2002-09-24',46583,-3780.84,'Single/final payment for purchase',21322
18065,'2004-11-20',29387,3371.5,'Order was shipped',27288
18066,'2002-07-07',15293,2443,'Order was shipped',21323
18066,'2002-08-08',46583,-2443,'Single/final payment for purchase',21323
18067,'2002-08-14',15293,4129.79,'Order was shipped',21324
18067,'2002-09-19',46583,-4129.78,'Single/final payment for purchase',21324
18068,'2002-07-15',87295,2505.99,'Order was shipped',21325
18068,'2002-08-20',46583,-2505.99,'Single/final payment for purchase',21325
18069,'2002-08-23',51512,4081,'Order was shipped',21326
18069,'2002-09-25',46583,-4080.99,'Single/final payment for purchase',21326
18070,'2002-09-07',51512,2064.85,'Order was shipped',21327
18070,'2002-10-11',46583,-2064.85,'Single/final payment for purchase',21327
18071,'2002-07-15',89097,4679.5,'Order was shipped',21328
18071,'2002-08-14',46583,-4679.5,'Single/final payment for purchase',21328
18708,'2003-04-13',98766,-833.39,'Monthly payment #1',22280
18708,'2003-02-15',51512,4042.8,'Order was shipped',22280
18708,'2003-08-17',34192,-709.2299,'Monthly payment #5',22280
18709,'2003-02-01',87295,3223.14,'Order was shipped',22281
18709,'2003-03-03',34192,-3223.13,'Single/final payment for purchase',22281
18710,'2002-12-24',87295,3515,'Order was shipped',22282
18710,'2003-01-26',34192,-3515,'Single/final payment for purchase',22282
18711,'2003-01-27',29387,2547.47,'Order was shipped',22283
18711,'2003-03-02',34192,-2547.46,'Single/final payment for purchase',22283
18712,'2003-12-17',29387,3281.79,'Order was shipped',25571
18712,'2004-01-17',34192,-3281.79,'Single/final payment for purchase',25571
18712,'2003-02-08',51512,4225.2,'Order was shipped',22284
18712,'2003-03-10',34192,-4225.19,'Single/final payment for purchase',22284
18713,'2002-12-04',29387,2347.6,'Order was shipped',22285
18713,'2003-01-06',34192,-2347.59,'Single/final payment for purchase',22285
18714,'2005-01-15',46583,-485.53,'Monthly payment #1',27981
18714,'2005-09-18',46583,-485.54,'Monthly payment #8',27981
18714,'2005-08-14',51512,-485.53,'Monthly payment #7',27981
18714,'2005-07-16',29387,-485.53,'Monthly payment #6',27981
18714,'2005-06-15',15293,-485.53,'Monthly payment #5',27981
18714,'2005-05-15',51512,-485.53,'Monthly payment #4',27981
18714,'2005-03-16',89097,-374.71,'Monthly payment #2',27981
18714,'2004-11-14',51512,3884.25,'Order was shipped',27981
18714,'2003-02-16',34192,-4392.15,'Single/final payment for purchase',22286
18714,'2003-01-12',51512,4281.34,'Order was shipped',22286
18714,'2005-04-15',89097,-485.53,'Monthly payment #3',27981
18715,'2003-05-22',51512,-1065.87,'Monthly payment #3',22287
18715,'2003-04-24',46583,-1065.87,'Monthly payment #2',22287
18715,'2003-03-23',29387,-1065.89,'Monthly payment #1',22287
18715,'2003-01-20',29387,3980,'Order was shipped',22287
18715,'2003-06-24',46583,-782.39,'Monthly payment #4',22287
18716,'2002-11-24',51512,3555.99,'Order was shipped',22288
18716,'2002-12-24',46583,-3555.99,'Single/final payment for purchase',22288
18717,'2003-05-25',87295,-596.64,'Monthly payment #4',22289
18717,'2005-02-10',89097,4188.39,'Order was shipped',27602
18717,'2003-04-28',29387,-596.65,'Monthly payment #3',22289
18717,'2003-03-31',34192,-596.65,'Monthly payment #2',22289
18717,'2003-02-27',34192,-596.66,'Monthly payment #1',22289
18717,'2002-12-25',51512,2386.6,'Order was shipped',22289
18717,'2005-03-16',87295,-4188.39,'Single/final payment for purchase',27602
18718,'2002-12-03',87295,4616.15,'Order was shipped',22290
18718,'2003-02-07',98766,-2324.64,'Monthly payment #1',22290
18718,'2003-03-07',51512,-2334.26,'Monthly payment #2',22290
18718,'2004-03-03',29387,3780.69,'Order was shipped',25174
18718,'2004-04-05',51512,-3737.94,'Single/final payment for purchase',25174
18719,'2003-04-04',46583,-731.08,'Monthly payment #3',22291
18719,'2003-05-07',15293,-859.13,'Monthly payment #4',22291
18719,'2003-06-08',51512,-859.1201,'Monthly payment #5',22291
18719,'2003-02-02',89097,-859.1499,'Monthly payment #1',22291
18719,'2002-12-05',29387,4167.59,'Order was shipped',22291
18719,'2003-03-10',29387,-859.13,'Monthly payment #2',22291
18720,'2002-11-21',89097,3681.99,'Order was shipped',22292
18720,'2002-12-24',51512,-3681.98,'Single/final payment for purchase',22292
18721,'2002-12-20',15293,4301.49,'Order was shipped',22293
18721,'2003-01-24',51512,-4301.48,'Single/final payment for purchase',22293
18722,'2003-04-29',34192,-863.42,'Monthly payment #2',22294
18722,'2003-07-30',46583,-813.9202,'Monthly payment #5',22294
18722,'2003-05-31',46583,-863.42,'Monthly payment #3',22294
18722,'2003-04-02',46583,-863.4398,'Monthly payment #1',22294
18722,'2003-01-30',29387,4267.6,'Order was shipped',22294
18722,'2003-06-26',29387,-863.42,'Monthly payment #4',22294
18723,'2003-01-22',87295,2401,'Order was shipped',22295
18723,'2003-03-25',46583,-1186.63,'Monthly payment #1',22295
18723,'2003-04-21',89097,-1214.37,'Monthly payment #2',22295
18724,'2002-12-19',29387,2389.89,'Order was shipped',22296
18724,'2003-01-20',89097,-2389.89,'Single/final payment for purchase',22296
18725,'2002-12-04',51512,2771.65,'Order was shipped',22297
18725,'2003-04-05',34192,-913.51,'Monthly payment #3',22297
18725,'2003-03-05',87295,-913.5,'Monthly payment #2',22297
18725,'2003-02-09',89097,-944.63,'Monthly payment #1',22297
18726,'2003-01-12',87295,4070.49,'Order was shipped',22298
18726,'2003-02-15',34192,-4070.48,'Single/final payment for purchase',22298
18727,'2005-04-25',51512,-2228.26,'Monthly payment #2',27225
18727,'2002-11-24',15293,4268.95,'Order was shipped',22299
18727,'2002-12-26',34192,-4268.94,'Single/final payment for purchase',22299
18727,'2005-01-25',15293,4507.65,'Order was shipped',27225
18727,'2005-03-26',89097,-2279.39,'Monthly payment #1',27225
18728,'2002-11-08',51512,3574.54,'Order was shipped',22300
18728,'2002-12-11',51512,-3574.54,'Single/final payment for purchase',22300
18729,'2003-02-12',51512,3619.97,'Order was shipped',22301
18729,'2003-03-15',51512,-3619.96,'Single/final payment for purchase',22301
18730,'2003-01-12',29387,2411.49,'Order was shipped',22302
18730,'2003-02-14',51512,-2411.48,'Single/final payment for purchase',22302
18731,'2003-07-24',34192,-310.75,'Monthly payment #4',22303
18731,'2003-10-21',46583,-331.75,'Monthly payment #7',22303
18731,'2003-08-17',34192,-331.75,'Monthly payment #5',22303
18731,'2003-05-25',15293,-331.75,'Monthly payment #2',22303
18731,'2003-04-18',87295,-331.75,'Monthly payment #1',22303
18731,'2003-02-18',87295,2301.25,'Order was shipped',22303
18731,'2003-06-23',89097,-331.75,'Monthly payment #3',22303
18731,'2003-09-21',29387,-331.75,'Monthly payment #6',22303
18732,'2002-12-05',51512,2508,'Order was shipped',22304
18732,'2003-01-07',46583,-2508,'Single/final payment for purchase',22304
18733,'2003-02-09',15293,2831.49,'Order was shipped',22305
18733,'2003-03-13',46583,-2831.49,'Single/final payment for purchase',22305
18733,'2004-01-15',46583,-4574.5,'Single/final payment for purchase',24452
18733,'2003-12-16',51512,4574.5,'Order was shipped',24452
18734,'2002-12-09',51512,2018.95,'Order was shipped',22306
18734,'2003-02-10',87295,-677.56,'Monthly payment #1',22306
18734,'2003-03-13',89097,-677.56,'Monthly payment #2',22306
18734,'2003-04-10',87295,-663.83,'Monthly payment #3',22306
18735,'2004-12-14',89097,4768.04,'Order was shipped',27976
18735,'2005-01-16',87295,-4818.16,'Single/final payment for purchase',27976
18735,'2002-12-13',87295,-4370.72,'Single/final payment for purchase',22307
18735,'2002-11-15',87295,4420.85,'Order was shipped',22307
18736,'2003-02-26',87295,-2504.58,'Single/final payment for purchase',22308
18736,'2005-01-31',51512,2858.45,'Order was shipped',27114
18736,'2005-03-07',87295,-2886.81,'Single/final payment for purchase',27114
18736,'2003-01-23',87295,2532.95,'Order was shipped',22308
18737,'2003-04-20',15293,-699.85,'Monthly payment #4',22309
18737,'2003-03-19',29387,-699.85,'Monthly payment #3',22309
18737,'2002-11-20',87295,4247.24,'Order was shipped',22309
18737,'2003-01-25',89097,-699.85,'Monthly payment #1',22309
18737,'2003-05-21',29387,-699.85,'Monthly payment #5',22309
18737,'2003-06-20',51512,-699.8599,'Monthly payment #6',22309
18737,'2005-01-12',15293,5267.14,'Order was shipped',27669
18737,'2005-03-16',87295,-1301.82,'Monthly payment #1',27669
18737,'2005-04-13',51512,-1301.82,'Monthly payment #2',27669
18737,'2005-05-15',29387,-1349.94,'Monthly payment #3',27669
18737,'2005-06-12',51512,-1301.81,'Monthly payment #4',27669
18737,'2003-02-20',89097,-759.72,'Monthly payment #2',22309
18738,'2003-02-03',29387,2632,'Order was shipped',22310
18738,'2003-03-05',51512,-2632,'Single/final payment for purchase',22310
18739,'2003-02-24',51512,-2396.87,'Single/final payment for purchase',22311
18739,'2003-01-23',87295,2396.88,'Order was shipped',22311
18740,'2002-12-12',29387,3616.39,'Order was shipped',22312
18740,'2003-01-17',51512,-3616.39,'Single/final payment for purchase',22312
18741,'2003-01-14',51512,3212.42,'Order was shipped',22313
18741,'2003-02-14',51512,-3212.42,'Single/final payment for purchase',22313
18742,'2002-11-14',15293,4212.85,'Order was shipped',22314
19405,'2003-12-11',15293,-835.7,'Monthly payment #5',23197
19405,'2003-06-10',29387,4679.99,'Order was shipped',23197
19406,'2003-05-17',29387,-4873.17,'Single/final payment for purchase',23198
19406,'2003-04-15',29387,4873.15,'Order was shipped',23198
19407,'2003-03-29',87295,4773.99,'Order was shipped',23199
19407,'2003-04-29',29387,-4773.98,'Single/final payment for purchase',23199
19408,'2003-06-19',87295,3937.49,'Order was shipped',23200
19408,'2003-08-21',89097,-1986.94,'Monthly payment #1',23200
19408,'2003-09-19',15293,-1950.54,'Monthly payment #2',23200
19409,'2003-05-03',87295,4853.35,'Order was shipped',23201
19409,'2004-01-06',34192,-693.3101,'Monthly payment #7',23201
19409,'2003-12-02',89097,-693.34,'Monthly payment #6',23201
19409,'2003-11-04',34192,-693.34,'Monthly payment #5',23201
19409,'2003-10-07',89097,-693.34,'Monthly payment #4',23201
19409,'2003-09-07',29387,-693.34,'Monthly payment #3',23201
19409,'2003-07-07',34192,-693.3599,'Monthly payment #1',23201
19409,'2003-07-31',98766,-693.34,'Monthly payment #2',23201
19410,'2003-07-12',34192,-4786.98,'Single/final payment for purchase',23202
19410,'2003-06-06',51512,4786.99,'Order was shipped',23202
19411,'2003-03-24',89097,3225.63,'Order was shipped',23203
19411,'2003-04-23',34192,-3225.63,'Single/final payment for purchase',23203
19412,'2003-04-06',87295,4256.99,'Order was shipped',23204
19412,'2003-05-10',34192,-4256.98,'Single/final payment for purchase',23204
19413,'2003-06-12',15293,5466.99,'Order was shipped',23205
19413,'2003-07-13',34192,-5467,'Single/final payment for purchase',23205
19414,'2003-06-27',98766,-1961.07,'Monthly payment #2',23206
19414,'2003-03-27',15293,3958.75,'Order was shipped',23206
19414,'2003-05-26',89097,-1997.68,'Monthly payment #1',23206
19415,'2003-08-19',46583,-1574.03,'Monthly payment #2',23207
19415,'2003-05-16',51512,3112.2,'Order was shipped',23207
19415,'2003-07-20',29387,-1538.17,'Monthly payment #1',23207
19416,'2003-04-19',87295,5478.12,'Order was shipped',23208
19416,'2003-06-20',89097,-1843.01,'Monthly payment #1',23208
19416,'2003-07-21',89097,-1792.11,'Monthly payment #2',23208
19416,'2003-08-21',15293,-1843,'Monthly payment #3',23208
19417,'2003-06-10',34192,-3165.19,'Single/final payment for purchase',23209
